button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,300,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,300,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,300,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,250,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
button1_2,SignWriting-Symbols/H1-00-0A/1D800.PNG,200,270
